name;datetime;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;sunrise;sunset;moonphase;conditions;description;icon;stations
mannheim;2020-01-19;5,6;0,1;2,7;3,0;-1,9;0,6;0,7;87,3;0,211;100,0;12,50;rain;0,0;0,0;NA;15,0;328,6;1036,7;42,9;19,2;49,8;4,4;3;NA;2020-01-19T08:14:01Z;2020-01-19T16:59:50Z;0,81;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-01-20;6,9;0,4;3,0;5,2;-3,3;0,3;-0,5;79,1;0,000;0,0;0,00;NA;0,0;0,0;NA;13,9;8,8;1045,9;22,2;24,3;72,0;6,3;3;NA;2020-01-20T08:13:06Z;2020-01-20T17:01:22Z;0,84;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;01072,05275,00150,05906,05692,05426
mannheim;2020-01-21;5,0;-4,0;-0,2;4,9;-6,9;-2,3;-2,9;82,5;0,000;0,0;0,00;NA;0,0;0,0;NA;11,9;329,4;1042,4;1,1;16,3;78,4;6,8;4;NA;2020-01-21T08:12:08Z;2020-01-21T17:02:55Z;0,88;Clear;Clear conditions throughout the day.;clear-day;01072,05275,00150,05906,05692,05426
mannheim;2020-01-22;-0,9;-5,2;-2,6;-1,2;-7,8;-4,9;-3,5;93,6;0,000;0,0;0,00;NA;0,0;0,0;NA;11,6;318,2;1037,5;5,9;3,9;80,0;6,8;4;NA;2020-01-22T08:11:08Z;2020-01-22T17:04:30Z;0,91;Clear;Clear conditions throughout the day.;clear-day;01072,05275,00150,05906,05692,05426
mannheim;2020-01-23;2,6;-1,4;0,7;2,6;-4,2;-1,2;-1,1;88,4;0,000;0,0;0,00;NA;0,0;0,0;NA;14,2;16,8;1032,8;33,9;7,9;66,1;5,6;3;NA;2020-01-23T08:10:06Z;2020-01-23T17:06:05Z;0,95;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;01072,05275,00150,05906,05692,05426
mannheim;2020-01-24;2,6;-1,8;0,3;2,6;-4,6;-2,6;-1,7;86,5;0,000;0,0;0,00;NA;0,0;0,0;NA;13,7;198,0;1026,0;39,5;5,7;24,9;1,9;1;NA;2020-01-24T08:09:01Z;2020-01-24T17:07:41Z;0,00;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;01072,05275,00150,05906,05692,05426
mannheim;2020-01-25;3,7;-0,9;0,8;3,7;-4,0;-0,8;0,2;96,2;0,000;0,0;0,00;NA;0,0;0,0;NA;10,8;344,1;1023,5;88,6;1,8;37,7;3,4;2;NA;2020-01-25T08:07:54Z;2020-01-25T17:09:18Z;0,02;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;01072,05275,00150,05906,05692,05426
mannheim;2020-01-26;3,0;0,5;1,4;1,8;-3,0;-0,4;1,1;97,6;0,000;0,0;0,00;NA;0,0;0,0;NA;12,1;199,5;1020,5;77,0;1,9;33,1;3,0;2;NA;2020-01-26T08:06:45Z;2020-01-26T17:10:55Z;0,05;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;01072,05275,00150,05906,05692,05426
mannheim;2020-01-27;8,7;1,3;5,2;5,4;-1,3;2,0;4,0;92,1;3,306;100,0;58,33;rain;0,0;0,0;NA;24,7;180,3;1013,1;95,1;11,0;32,5;2,7;2;NA;2020-01-27T08:05:33Z;2020-01-27T17:12:34Z;0,08;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-01-28;7,3;2,7;5,5;3,9;-2,8;1,2;2,5;81,7;4,531;100,0;66,67;rain;0,0;0,0;NA;39,9;216,2;1001,6;83,0;17,2;33,3;3,0;2;NA;2020-01-28T08:04:19Z;2020-01-28T17:14:12Z;0,12;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-01-29;6,8;2,7;4,2;2,5;-2,0;0,6;0,8;78,7;1,362;100,0;41,67;rain;0,0;0,0;NA;31,2;225,8;1010,9;63,3;17,1;55,9;4,9;3;NA;2020-01-29T08:03:03Z;2020-01-29T17:15:52Z;0,15;Rain, Partially cloudy;Clearing in the afternoon with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-01-30;9,7;2,7;6,5;7,2;-1,3;3,5;3,7;82,8;0,684;100,0;8,33;rain;0,0;0,0;NA;26,0;183,8;1014,3;89,7;27,9;72,6;6,2;4;NA;2020-01-30T08:01:45Z;2020-01-30T17:17:32Z;0,18;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-01-31;14,0;9,6;12,3;14,0;6,7;12,1;9,7;84,3;0,024;100,0;25,00;rain;0,0;0,0;NA;30,3;204,7;1012,4;86,1;9,6;32,8;2,8;2;NA;2020-01-31T08:00:24Z;2020-01-31T17:19:12Z;0,21;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-01;13,2;8,2;11,9;13,2;4,8;11,7;9,1;82,9;8,668;100,0;50,00;rain;0,0;0,0;NA;28,3;204,9;1010,0;83,8;11,0;23,9;2,1;1;NA;2020-02-01T07:59:02Z;2020-02-01T17:20:52Z;0,25;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-02;14,5;8,8;11,2;14,5;5,9;10,3;8,0;81,2;1,204;100,0;58,33;rain;0,0;0,0;NA;25,6;220,2;1012,7;91,6;13,2;23,4;2,0;2;NA;2020-02-02T07:57:38Z;2020-02-02T17:22:33Z;0,25;Rain, Overcast;Cloudy skies throughout the day with rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-03;11,9;8,2;10,1;11,9;5,6;9,1;7,2;82,8;7,181;100,0;58,33;rain;0,0;0,0;NA;23,1;215,7;1015,0;98,6;11,6;39,7;3,4;2;NA;2020-02-03T07:56:12Z;2020-02-03T17:24:14Z;0,31;Rain, Overcast;Cloudy skies throughout the day with rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-04;10,0;4,5;5,8;10,0;0,6;2,1;2,2;77,8;11,268;100,0;37,50;rain;0,0;0,0;NA;28,7;277,5;1014,3;73,4;13,9;55,0;4,7;3;NA;2020-02-04T07:54:43Z;2020-02-04T17:25:56Z;0,34;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-05;7,5;-0,2;4,3;5,8;-2,2;1,6;-0,5;72,2;0,000;0,0;0,00;NA;0,0;0,0;NA;18,0;309,7;1033,3;15,8;27,0;99,6;8,8;4;NA;2020-02-05T07:53:14Z;2020-02-05T17:27:38Z;0,37;Clear;Clear conditions throughout the day.;clear-day;01072,05275,00150,05906,05692,05426
mannheim;2020-02-06;6,5;-2,9;1,0;5,2;-4,6;-0,5;-1,8;82,3;0,000;0,0;0,00;NA;0,0;0,0;NA;15,2;339,3;1033,7;19,6;17,8;105,8;9,2;4;NA;2020-02-06T07:51:42Z;2020-02-06T17:29:19Z;0,41;Clear;Clear conditions throughout the day.;clear-day;01072,05275,00150,05906,05692,05426
mannheim;2020-02-07;7,7;-3,6;1,2;7,7;-7,1;-0,3;-2,2;80,4;0,000;0,0;0,00;NA;0,0;0,0;NA;10,8;317,2;1028,9;0,0;11,6;107,7;9,5;4;NA;2020-02-07T07:50:08Z;2020-02-07T17:31:01Z;0,44;Clear;Clear conditions throughout the day.;clear-day;01072,05275,00150,05906,05692,05426
mannheim;2020-02-08;7,8;-3,5;1,9;6,0;-5,3;0,3;-1,0;82,2;0,000;0,0;0,00;NA;0,0;0,0;NA;14,9;199,2;1025,0;54,0;9,8;64,8;5,6;2;NA;2020-02-08T07:48:33Z;2020-02-08T17:32:43Z;0,47;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;01072,05275,00150,05906,05692,05426
mannheim;2020-02-09;13,8;2,1;8,7;13,8;-0,9;7,0;2,8;68,0;0,000;0,0;0,00;NA;0,0;0,0;NA;36,1;186,3;1016,3;67,9;17,2;97,5;8,4;4;NA;2020-02-09T07:46:56Z;2020-02-09T17:34:25Z;0,50;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;01072,05275,00150,05906,05692,05426
mannheim;2020-02-10;14,2;6,5;10,0;14,2;2,7;6,9;4,2;68,3;10,759;100,0;75,00;rain;0,0;0,0;NA;56,8;239,4;1002,8;66,2;21,5;58,3;4,9;2;NA;2020-02-10T07:45:18Z;2020-02-10T17:36:07Z;0,54;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-11;8,5;2,9;6,2;3,9;-1,5;1,2;0,0;65,2;3,598;100,0;50,00;rain;0,0;0,0;NA;45,2;254,0;1009,3;53,5;16,3;64,0;5,6;3;NA;2020-02-11T07:43:38Z;2020-02-11T17:37:49Z;0,57;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-12;6,8;2,0;4,4;2,3;-1,3;0,2;0,5;76,2;0,937;100,0;37,50;rain;0,0;0,0;NA;41,4;235,9;1018,3;74,3;20,4;36,6;3,2;2;NA;2020-02-12T07:41:57Z;2020-02-12T17:39:30Z;0,61;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-13;7,1;1,3;3,8;3,4;-2,7;0,3;1,9;87,3;8,264;100,0;41,67;rain;0,0;0,0;NA;23,5;174,5;1011,3;79,0;26,1;44,8;3,9;2;NA;2020-02-13T07:40:14Z;2020-02-13T17:41:12Z;0,64;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-14;8,8;5,6;7,2;7,6;3,0;5,0;4,1;80,9;1,783;100,0;33,33;rain;0,0;0,0;NA;35,4;237,6;1019,8;62,6;24,0;85,5;7,5;4;NA;2020-02-14T07:38:30Z;2020-02-14T17:42:54Z;0,68;Rain, Partially cloudy;Becoming cloudy in the afternoon with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-15;11,6;2,1;6,8;11,6;-0,4;4,8;3,4;80,0;0,000;0,0;0,00;NA;0,0;0,0;NA;20,4;177,1;1023,5;81,2;25,7;98,2;8,4;4;NA;2020-02-15T07:36:44Z;2020-02-15T17:44:35Z;0,75;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;01072,05275,00150,05906,05692,05426
mannheim;2020-02-16;18,9;9,2;13,3;18,9;6,7;12,6;3,7;53,4;0,000;0,0;0,00;NA;0,0;0,0;NA;36,2;178,8;1014,2;96,8;17,3;54,8;4,5;3;NA;2020-02-16T07:34:57Z;2020-02-16T17:46:16Z;0,75;Overcast;Cloudy skies throughout the day.;cloudy;01072,05275,00150,05906,05692,05426
mannheim;2020-02-17;17,3;8,1;9,9;17,3;4,7;7,8;5,6;75,7;1,440;100,0;66,67;rain;0,0;0,0;NA;45,0;224,1;1017,5;81,0;9,8;29,4;2,6;1;NA;2020-02-17T07:33:09Z;2020-02-17T17:47:57Z;0,78;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-18;8,4;6,3;7,3;5,1;1,9;4,0;2,0;69,4;0,176;100,0;45,83;rain;0,0;0,0;NA;37,0;220,6;1025,8;39,9;14,4;102,5;8,7;4;NA;2020-02-18T07:31:20Z;2020-02-18T17:49:38Z;0,82;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-19;8,4;2,8;6,2;4,8;-0,5;2,7;1,0;70,2;1,625;100,0;33,33;rain;0,0;0,0;NA;27,9;231,9;1022,0;56,3;15,3;87,9;7,6;4;NA;2020-02-19T07:29:29Z;2020-02-19T17:51:19Z;0,85;Rain, Partially cloudy;Partly cloudy throughout the day with rain clearing later.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-20;10,1;3,5;7,4;10,1;0,4;4,4;2,4;71,4;0,081;100,0;4,17;rain;0,0;0,0;NA;30,6;202,3;1021,0;72,8;21,1;85,1;7,4;4;NA;2020-02-20T07:27:37Z;2020-02-20T17:52:59Z;0,89;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-21;8,9;2,7;6,1;6,0;-0,7;2,7;0,1;66,4;0,272;100,0;12,50;rain;0,0;0,0;NA;44,0;236,8;1028,1;54,6;20,5;114,6;10,0;4;NA;2020-02-21T07:25:44Z;2020-02-21T17:54:40Z;0,92;Rain, Partially cloudy;Partly cloudy throughout the day with early morning rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-22;12,1;2,6;7,6;12,1;-1,5;5,6;0,8;63,8;0,000;0,0;0,00;NA;0,0;0,0;NA;31,3;191,4;1027,2;61,3;28,0;108,2;9,4;5;NA;2020-02-22T07:23:50Z;2020-02-22T17:56:20Z;0,96;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;01072,05275,00150,05906,05692,05426
mannheim;2020-02-23;13,5;8,4;10,9;13,5;5,3;9,4;7,4;79,5;6,799;100,0;25,00;rain;0,0;0,0;NA;39,2;215,0;1021,1;97,6;18,9;47,0;3,9;2;NA;2020-02-23T07:21:55Z;2020-02-23T17:57:59Z;0,00;Rain, Overcast;Cloudy skies throughout the day with rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-24;12,9;6,1;8,7;12,9;3,6;7,2;6,0;83,7;2,198;100,0;58,33;rain;0,0;0,0;NA;30,5;209,4;1019,5;89,3;11,8;51,4;4,4;2;NA;2020-02-24T07:20:00Z;2020-02-24T17:59:39Z;0,03;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-25;11,0;5,5;8,5;11,0;1,9;5,9;5,5;81,8;7,160;100,0;75,00;rain;0,0;0,0;NA;27,0;206,4;1004,5;77,0;12,6;34,6;2,9;2;NA;2020-02-25T07:18:03Z;2020-02-25T18:01:18Z;0,06;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-26;6,0;2,1;4,1;3,4;-3,7;-0,1;0,3;76,5;1,644;100,0;45,83;rain;0,0;0,0;NA;34,2;239,4;1002,3;61,6;12,1;77,8;6,7;4;NA;2020-02-26T07:16:05Z;2020-02-26T18:02:57Z;0,09;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-02-27;4,8;0,7;2,9;1,7;-5,0;-1,3;0,5;85,0;11,068;100,0;62,50;rain,snow;0,3;0,1;NA;25,5;195,3;1003,2;82,9;23,2;38,9;3,4;1;NA;2020-02-27T07:14:06Z;2020-02-27T18:04:35Z;0,13;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow.;snow;01072,05275,00150,05906,05692,05426
mannheim;2020-02-28;8,1;2,2;4,9;5,1;-1,9;1,4;-0,6;68,8;0,000;0,0;0,00;NA;0,2;0,4;NA;23,0;221,4;1016,9;55,6;20,2;143,5;12,5;6;NA;2020-02-28T07:12:07Z;2020-02-28T18:06:14Z;0,16;Partially cloudy;Partly cloudy throughout the day.;snow;01072,05275,00150,05906,05692,05426
mannheim;2020-02-29;14,8;6,7;9,6;14,8;3,7;7,7;4,2;69,2;2,487;100,0;37,50;rain;0,0;0,0;NA;30,0;180,6;1001,3;94,8;17,3;79,7;7,0;5;NA;2020-02-29T07:10:07Z;2020-02-29T18:07:52Z;0,19;Rain, Overcast;Cloudy skies throughout the day with rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-03-01;12,1;6,0;8,7;12,1;2,0;6,5;3,4;70,0;1,264;100,0;37,50;rain;0,0;0,0;NA;36,7;187,4;998,7;62,4;16,9;122,7;10,6;5;NA;2020-03-01T07:08:06Z;2020-03-01T18:09:29Z;0,23;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-03-02;10,0;3,0;6,6;10,0;-1,5;4,4;2,7;77,0;3,618;100,0;45,83;rain;0,0;0,0;NA;43,1;208,6;993,7;87,7;13,2;61,4;5,2;3;NA;2020-03-02T07:06:04Z;2020-03-02T18:11:07Z;0,25;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-03-03;6,9;1,7;5,1;6,3;-1,1;2,4;1,7;79,0;3,869;100,0;41,67;rain;0,0;0,0;NA;27,0;241,7;1004,0;54,0;23,6;118,2;10,0;5;NA;2020-03-03T07:04:02Z;2020-03-03T18:12:44Z;0,29;Rain, Partially cloudy;Clearing in the afternoon with rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-03-04;8,7;1,5;4,3;5,7;-2,1;1,6;1,6;83,1;0,020;100,0;12,50;rain;0,0;0,0;NA;20,4;188,6;1013,1;53,0;23,4;101,7;8,7;5;NA;2020-03-04T07:01:59Z;2020-03-04T18:14:21Z;0,33;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-03-05;8,5;3,4;6,3;5,7;1,5;3,8;4,2;86,6;8,873;100,0;54,17;rain;0,0;0,0;NA;23,4;152,7;998,8;92,4;22,8;31,0;2,6;2;NA;2020-03-05T06:59:55Z;2020-03-05T18:15:58Z;0,36;Rain, Overcast;Cloudy skies throughout the day with rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-03-06;8,6;5,8;6,7;6,1;1,7;3,1;3,6;80,9;5,129;100,0;95,83;rain;0,0;0,0;NA;30,8;226,8;996,5;83,5;19,2;55,4;4,8;2;NA;2020-03-06T06:57:51Z;2020-03-06T18:17:34Z;0,39;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-03-07;8,5;3,5;6,1;6,6;0,9;3,6;1,4;72,4;0,004;100,0;4,17;rain;0,0;0,0;NA;22,1;272,3;1018,2;43,9;27,7;124,9;10,8;5;NA;2020-03-07T06:55:46Z;2020-03-07T18:19:10Z;0,42;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-03-08;11,4;3,9;7,6;11,4;0,7;5,4;2,4;70,8;0,177;100,0;16,67;rain;0,0;0,0;NA;26,4;179,1;1018,4;87,3;20,6;113,9;9,9;4;NA;2020-03-08T06:53:41Z;2020-03-08T18:20:46Z;0,46;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-03-09;10,8;6,0;8,2;10,8;4,1;6,2;4,3;77,5;1,958;100,0;45,83;rain;0,0;0,0;NA;24,9;218,0;1015,0;56,4;23,2;122,6;10,7;5;NA;2020-03-09T06:51:35Z;2020-03-09T18:22:21Z;0,50;Rain, Partially cloudy;Clearing in the afternoon with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-03-10;11,2;5,4;7,6;11,2;0,4;4,5;5,7;88,1;11,526;100,0;54,17;rain;0,0;0,0;NA;34,3;190,3;1013,6;98,7;15,2;28,1;2,4;1;NA;2020-03-10T06:49:29Z;2020-03-10T18:23:57Z;0,52;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-03-11;15,7;11,3;13,7;15,7;11,3;13,7;9,6;76,9;0,036;100,0;33,33;rain;0,0;0,0;NA;30,6;211,6;1015,3;53,3;10,7;102,9;8,9;4;NA;2020-03-11T06:47:23Z;2020-03-11T18:25:32Z;0,56;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-03-12;14,0;8,3;12,0;14,0;5,6;11,6;6,9;70,9;1,573;100,0;41,67;rain;0,0;0,0;NA;34,3;235,5;1014,2;72,6;15,5;98,1;8,6;4;NA;2020-03-12T06:45:16Z;2020-03-12T18:27:07Z;0,59;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-03-13;10,4;3,4;7,7;10,4;1,6;5,3;0,9;62,9;0,000;0,0;0,00;NA;0,0;0,0;NA;26,0;243,6;1020,2;5,6;21,1;183,5;15,9;6;NA;2020-03-13T06:43:09Z;2020-03-13T18:28:41Z;0,63;Clear;Clear conditions throughout the day.;clear-day;01072,05275,00150,05906,05692,05426
mannheim;2020-03-14;10,3;1,3;5,6;10,3;0,6;4,8;1,6;77,1;0,021;100,0;4,17;rain;0,0;0,0;NA;10,8;130,2;1022,6;60,7;26,5;78,1;6,6;3;NA;2020-03-14T06:41:01Z;2020-03-14T18:30:16Z;0,66;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-03-15;14,9;2,2;8,1;14,9;-0,5;7,2;1,6;66,3;0,000;0,0;0,00;NA;0,0;0,0;NA;22,0;161,4;1018,6;71,8;24,2;178,1;15,1;6;NA;2020-03-15T06:38:53Z;2020-03-15T18:31:50Z;0,70;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;01072,05275,00150,05906,05692,05426
mannheim;2020-03-16;18,4;2,2;10,6;18,4;0,8;10,3;3,2;63,4;0,000;0,0;0,00;NA;0,0;0,0;NA;21,1;188,1;1019,8;70,7;26,2;184,0;15,9;7;NA;2020-03-16T06:36:45Z;2020-03-16T18:33:24Z;0,75;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;01072,05275,00150,05906,05692,05426
mannheim;2020-03-17;15,7;7,6;12,2;15,7;7,6;12,2;7,1;71,2;0,000;0,0;0,00;NA;0,0;0,0;NA;12,3;165,5;1029,0;58,2;18,8;139,4;12,0;6;NA;2020-03-17T06:34:37Z;2020-03-17T18:34:58Z;0,76;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;01072,05275,00150,05906,05692,05426
mannheim;2020-03-18;16,9;4,5;10,5;16,9;4,5;10,4;6,4;77,9;0,000;0,0;0,00;NA;0,0;0,0;NA;11,6;22,0;1028,6;12,6;15,7;161,3;13,8;6;NA;2020-03-18T06:32:29Z;2020-03-18T18:36:32Z;0,80;Clear;Clear conditions throughout the day.;clear-day;01072,05275,00150,05906,05692,05426
mannheim;2020-03-19;18,4;4,7;12,2;18,4;4,7;12,1;5,7;67,1;0,000;0,0;0,00;NA;0,0;0,0;NA;12,6;339,7;1024,5;7,0;19,8;182,6;15,7;6;NA;2020-03-19T06:30:20Z;2020-03-19T18:38:05Z;0,83;Clear;Clear conditions throughout the day.;clear-day;01072,05275,00150,05906,05692,05426
mannheim;2020-03-20;17,9;8,7;12,6;17,9;6,5;12,3;6,3;66,4;0,000;0,0;0,00;NA;0,0;0,0;NA;24,6;350,4;1021,3;30,4;15,0;175,1;14,9;6;NA;2020-03-20T06:28:12Z;2020-03-20T18:39:39Z;0,87;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;01072,05275,00150,05906,05692,05426
mannheim;2020-03-21;8,8;4,4;6,0;6,2;0,1;2,8;1,9;75,7;5,672;100,0;75,00;rain;0,0;0,0;NA;22,3;35,0;1024,0;85,2;18,2;62,7;5,5;2;NA;2020-03-21T06:26:03Z;2020-03-21T18:41:12Z;0,90;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;01072,05275,00150,05906,05692,05426
mannheim;2020-03-22;9,4;0,9;4,8;6,4;-3,4;0,9;-6,2;46,8;0,000;0,0;0,00;NA;0,0;0,0;NA;28,8;72,5;1029,1;2,9;22,8;225,7;19,5;7;NA;2020-03-22T06:23:54Z;2020-03-22T18:42:45Z;0,93;Clear;Clear conditions throughout the day.;clear-day;01072,05275,00150,05906,05692,05426
mannheim;2020-03-23;8,5;-0,6;3,5;5,4;-5,1;-0,1;-9,5;40,1;0,000;0,0;0,00;NA;0,0;0,0;NA;27,1;90,0;1033,8;0,0;19,2;227,7;19,7;7;NA;2020-03-23T06:21:45Z;2020-03-23T18:44:18Z;0,97;Clear;Clear conditions throughout the day.;clear-day;01072,05275,00150,05906,05692,05426
mannheim;2020-03-24;9,5;-1,5;3,6;7,1;-4,7;1,0;-9,8;39,4;0,000;0,0;0,00;NA;0,0;0,0;NA;21,5;86,2;1031,8;0,0;27,2;228,6;19,7;7;NA;2020-03-24T06:19:37Z;2020-03-24T18:45:51Z;0,00;Clear;Clear conditions throughout the day.;clear-day;01072,05275,00150,05906,05692,05426
mannheim;2020-03-25;9,8;-1,2;4,7;7,0;-5,3;1,6;-10,0;35,0;0,000;0,0;0,00;NA;0,0;0,0;NA;27,6;51,2;1025,6;0,0;26,3;230,8;20,1;7;NA;2020-03-25T06:17:28Z;2020-03-25T18:47:24Z;0,04;Clear;Clear conditions throughout the day.;clear-day;01072,05275,00150,05906,05692,05426
mannheim;2020-03-26;10,3;0,9;5,7;10,3;-2,6;3,0;-5,3;45,6;0,000;0,0;0,00;NA;0,0;0,0;NA;18,0;51,4;1019,8;33,4;26,4;211,8;18,1;7;NA;2020-03-26T06:15:19Z;2020-03-26T18:48:56Z;0,07;Partially cloudy;Becoming cloudy in the afternoon.;partly-cloudy-day;01072,05275,00150,05906,05692,05426
mannheim;2020-03-27;17,1;2,8;9,7;17,1;0,2;8,6;-0,6;50,1;0,000;0,0;0,00;NA;0,0;0,0;NA;14,7;29,8;1016,5;0,6;21,8;211,8;18,3;7;NA;2020-03-27T06:13:11Z;2020-03-27T18:50:29Z;0,10;Clear;Clear conditions throughout the day.;clear-day;01072,05275,00150,05906,05692,05426
mannheim;2020-03-28;18,4;5,3;12,0;18,4;3,4;11,4;1,1;49,3;0,000;0,0;0,00;NA;0,0;0,0;NA;27,3;1,1;1017,6;1,1;18,8;216,7;18,8;7;NA;2020-03-28T06:11:02Z;2020-03-28T18:52:01Z;0,14;Clear;Clear conditions throughout the day.;clear-day;01072,05275,00150,05906,05692,05426
mannheim;2020-03-29;9,3;3,7;6,0;6,3;-0,9;2,2;-1,3;59,8;0,000;0,0;0,00;NA;0,0;0,0;NA;30,1;6,1;1023,1;73,8;25,2;87,7;7,1;3;NA;2020-03-29T07:08:54Z;2020-03-29T19:53:34Z;0,17;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;01072,05275,00150,05906,05692,05426
mannheim;2020-03-30;8,2;-1,7;3,3;5,6;-5,9;0,1;-8,4;44,8;0,000;0,0;0,00;NA;0,0;0,0;NA;28,8;17,5;1028,3;7,7;19,5;244,8;21,1;8;NA;2020-03-30T07:06:46Z;2020-03-30T19:55:06Z;0,20;Clear;Clear conditions throughout the day.;clear-day;01072,05275,00150,05906,05692,05426
mannheim;2020-03-31;9,7;0,1;5,0;7,6;-1,4;3,4;-5,0;50,6;0,000;0,0;0,00;NA;0,0;0,0;NA;16,1;34,0;1027,2;12,1;29,3;220,1;19,1;7;NA;2020-03-31T07:04:38Z;2020-03-31T19:56:38Z;0,24;Clear;Clear conditions throughout the day.;clear-day;01072,05275,00150,05906,05692,05426
