"RespondentID","age","male","race_black","educ_r","inc_r","commutetrip","city","overall1_1","overall2_1","triprating_1","cr_rider","cr_line","cr_min_late","cr_min_travel","trx_time","cityserv_comb","mayor_app_comb","treat_2","party","ideo","polinfo","voted","hwtravel_delay","delay_comb","delay_source","delay_line","delay_comb_log","waittraveltime_comb","waittravel_source","waittraveltime_comb_log","runningvar_comb","runningvar_comb_min"
3083128030,5,0,0,0.6,1,1,"Winthrop",0.666666666666667,0.5,0.5,0,NA,NA,NA,"2015-03-18 08:34:53",5,0.5,0,0,0.5,0.8,1,0,0,"Subway","Blue Line",0,14.95,"Subway",2.76945882923085,-87,-1.45
3083158596,NA,0,NA,NA,NA,1,"Cambridge",0.666666666666667,0.5,0.333333333333333,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3083263827,5,0,NA,NA,0.75,1,"Everett",0.333333333333333,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3083410478,5,0,NA,NA,0.5,0,"Somerville",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3083631728,2,0,NA,NA,0.25,1,"Boston",0.666666666666667,0.5,0.5,0,NA,NA,NA,"2015-03-18 06:08:04",NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3083821881,2,0,0,0.2,0,1,"Everett",0.666666666666667,0.666666666666667,0.666666666666667,0,NA,NA,NA,NA,6,0.75,0,0,0.5,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3083865203,2,1,0,0.8,0.5,0,"Cambridge",0.166666666666667,0.166666666666667,0.166666666666667,0,NA,NA,NA,"2015-03-18 09:05:26",5,0.75,0,0,NA,0.8,1,1.71666666666667,1.71666666666667,"Subway","Red Line",0.999405638584662,15.4333333333333,"Subway",2.79931179238053,19,0.316666666666667
3083931486,4,1,0,0.8,1,1,"Chelmsford",0.333333333333333,0.333333333333333,0.333333333333333,1,"Lowell Line",0,53,NA,4,0.5,0,-1,0.833333333333333,0.4,1,NA,0,"CR","Lowell Line",0,53,"CR",3.98898404656427,NA,NA
3084658080,5,1,NA,NA,0.25,0,"Milford",0.333333333333333,0.333333333333333,0.333333333333333,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3084740336,5,0,0,1,1,0,"Wakefield",0.666666666666667,0.666666666666667,0.833333333333333,0,NA,NA,NA,"2015-03-17 06:34:57",6,0.75,0,-1,0,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3084785633,3,0,0,0.8,0.25,1,"Boston",0.833333333333333,0.666666666666667,0.833333333333333,0,NA,NA,NA,"2015-03-18 06:19:03",5,0.5,0,0,0.5,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3084797799,4,0,NA,NA,0.75,1,"Boston",0.833333333333333,0.666666666666667,0.666666666666667,0,NA,NA,NA,"2015-03-18 07:31:23",NA,NA,0,NA,NA,NA,0,5.41666666666667,5.41666666666667,"Subway","Orange Line",1.85889877206568,7.11666666666667,"Subway",2.09391956086049,-2,-0.0333333333333333
3084813100,3,0,0,0.8,1,0,"Boston",0.333333333333333,0.666666666666667,0.666666666666667,0,NA,NA,NA,NA,4,0.75,0,-1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3084829937,1,1,NA,NA,1,0,"",0.833333333333333,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3084852745,2,0,0,0.8,0.25,0,"",0.333333333333333,0.333333333333333,0.333333333333333,0,NA,NA,NA,"2015-03-24 21:17:22",5,0.75,0,1,0.166666666666667,1,1,1.13333333333333,1.13333333333333,"Subway","Red Line",0.757685701697516,13.3333333333333,"Subway",2.66258782702545,-29,-0.483333333333333
3084854091,3,0,0,1,0,1,"",0.666666666666667,0.666666666666667,0.666666666666667,0,NA,NA,NA,"2015-03-26 08:16:09",5,0.5,0,-1,0,0.8,0,NA,NA,NA,"Kingston/Plymouth Line",NA,NA,NA,NA,NA,NA
3084927041,4,1,1,0.2,0,1,"Boston",0.666666666666667,0.666666666666667,0.833333333333333,0,NA,NA,NA,NA,3,0.25,0,0,0.5,0.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3084934472,3,1,NA,NA,0.5,0,"Boston",0.333333333333333,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3084974943,5,0,NA,NA,0.25,1,"Boston",0.666666666666667,0.333333333333333,0.333333333333333,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3084993226,5,1,NA,NA,0.75,1,"Boston",0.833333333333333,0.833333333333333,0.666666666666667,0,NA,NA,NA,"2015-03-19 09:09:54",NA,NA,0,NA,NA,NA,0,3.15,3.15,"Subway","Red Line",1.42310833424261,16.0833333333333,"Subway",2.83810332935041,122,2.03333333333333
3085051512,5,1,0,0.4,1,1,"Boston",0.666666666666667,0.666666666666667,0.833333333333333,0,NA,NA,NA,"2015-03-26 08:50:32",6,0.75,0,-1,0,0.6,1,0.916666666666667,0.916666666666667,"Subway","Orange Line",0.650587566141149,11.8833333333333,"Subway",2.55593448636532,-18,-0.3
3085057764,5,0,NA,NA,NA,1,"Boston",0.333333333333333,0.333333333333333,0,0,NA,NA,NA,"2015-03-18 08:25:28",NA,NA,0,NA,NA,NA,0,6.68333333333333,6.68333333333333,"Subway","Orange Line",2.03905348077455,19.85,"Subway",3.03735394824481,44,0.733333333333333
3085087367,4,1,NA,NA,0.75,0,"",0.666666666666667,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085111992,5,1,0,NA,0.5,1,"Quincy",0.666666666666667,0.333333333333333,0.666666666666667,0,NA,NA,NA,"2015-03-26 05:38:23",5,0.75,0,NA,NA,0.2,1,1.11666666666667,1.11666666666667,"Subway","Red Line",0.749842524236491,19.9166666666667,"Subway",3.04054628934378,-86,-1.43333333333333
3085137662,NA,0,0,0.4,0.25,1,"Swampscott",0.333333333333333,0.666666666666667,0.333333333333333,0,NA,NA,NA,NA,3,0.5,0,-1,0.333333333333333,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085180792,5,1,0,0.4,1,1,"Melrose",0.666666666666667,0.166666666666667,0.5,0,NA,NA,NA,"2015-03-18 07:26:33",2,0.75,0,-1,0.333333333333333,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085290591,5,1,0,0.8,0.75,1,"Boston",0.833333333333333,0.666666666666667,0.666666666666667,0,NA,NA,NA,"2015-03-18 07:35:07",6,NA,0,-1,0.166666666666667,0.8,1,0.116666666666667,0.116666666666667,"Subway","Red Line",0.110348057168865,5.41666666666667,"Subway",1.85889877206568,-10,-0.166666666666667
3085469858,3,0,0,0.4,0.75,1,"Melrose",0.333333333333333,0.333333333333333,0.5,0,NA,NA,NA,"2015-03-18 07:09:14",5,0.5,0,-1,0.166666666666667,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085472968,3,0,1,1,0.5,1,"Roslindale",0.666666666666667,0.833333333333333,0.666666666666667,0,NA,NA,NA,"2015-03-26 06:37:12",4,0.75,0,1,1,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085473412,3,1,NA,NA,1,1,"Boston",0.666666666666667,0.666666666666667,0.666666666666667,0,NA,NA,NA,"2015-03-20 07:21:19",NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085474531,5,0,NA,NA,NA,1,"Boston",0,0.166666666666667,0.333333333333333,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085476166,2,0,0,0.8,NA,1,"Malden",0.166666666666667,0.166666666666667,0.833333333333333,0,NA,NA,NA,"2015-03-17 19:05:33",6,1,0,-1,0.333333333333333,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
